year,month,zone_id,zone_name,rainfall_mm,temperature_c,water_quality_index,sanitation_index,cases,prev_month_cases
2018,12,4,Tondiarpet,123.04,26.77,43.2,55,236,280.0
2019,1,4,Tondiarpet,11.13,26.46,55.46,55,177,236.0
2019,2,4,Tondiarpet,1.73,27.14,56.97,55,138,177.0
2019,3,4,Tondiarpet,4.08,26.07,50.28,55,168,138.0
2019,4,4,Tondiarpet,12.08,38.71,42.55,55,242,168.0
2019,5,4,Tondiarpet,19.74,40.98,34.56,55,331,242.0
2019,6,4,Tondiarpet,13.28,34.34,54.86,55,250,331.0
2019,7,4,Tondiarpet,47.84,28.79,57.29,55,170,250.0
2019,8,4,Tondiarpet,24.81,26.29,57.35,55,170,170.0
2019,9,4,Tondiarpet,318.79,27.88,20.19,55,308,170.0
2019,10,4,Tondiarpet,301.3,28.49,23.5,55,374,308.0
2019,11,4,Tondiarpet,233.26,28.38,31.76,55,362,374.0
2019,12,4,Tondiarpet,338.93,28.7,22.56,55,352,362.0
2020,1,4,Tondiarpet,37.08,28.37,58.84,55,223,352.0
2020,2,4,Tondiarpet,38.49,31.8,55.74,55,184,223.0
2020,3,4,Tondiarpet,23.74,26.69,59.21,55,161,184.0
2020,4,4,Tondiarpet,6.05,40.36,39.2,55,313,161.0
2020,5,4,Tondiarpet,21.03,36.88,45.36,55,315,313.0
2020,6,4,Tondiarpet,28.77,35.0,50.8,55,256,315.0
2020,7,4,Tondiarpet,19.72,30.94,52.44,55,207,256.0
2020,8,4,Tondiarpet,34.67,30.13,53.04,55,206,207.0
2020,9,4,Tondiarpet,350.49,28.55,16.08,55,389,206.0
2020,10,4,Tondiarpet,117.1,27.94,46.69,55,300,389.0
2020,11,4,Tondiarpet,303.05,26.51,21.58,55,374,300.0
2020,12,4,Tondiarpet,338.53,25.68,25.92,55,449,374.0
2021,1,4,Tondiarpet,33.46,27.58,54.88,55,260,449.0
2021,2,4,Tondiarpet,38.49,30.49,54.0,55,237,260.0
2021,3,4,Tondiarpet,11.78,29.71,58.74,55,155,237.0
2021,4,4,Tondiarpet,8.09,38.92,41.8,55,276,155.0
2021,5,4,Tondiarpet,4.68,35.7,51.66,55,228,276.0
2021,6,4,Tondiarpet,17.73,38.57,38.63,55,307,228.0
2021,7,4,Tondiarpet,25.91,24.3,55.69,55,216,307.0
2021,8,4,Tondiarpet,38.73,28.5,55.53,55,160,216.0
2021,9,4,Tondiarpet,169.87,29.23,40.28,55,216,160.0
2021,10,4,Tondiarpet,135.25,26.26,45.68,55,230,216.0
2021,11,4,Tondiarpet,342.31,26.23,16.4,55,346,230.0
2021,12,4,Tondiarpet,397.85,27.04,13.09,55,437,346.0
2022,1,4,Tondiarpet,25.58,31.35,59.04,55,226,437.0
2022,2,4,Tondiarpet,48.89,25.6,52.15,55,176,226.0
2022,3,4,Tondiarpet,12.0,24.67,59.29,55,138,176.0
2022,4,4,Tondiarpet,14.93,35.08,46.62,55,187,138.0
2022,5,4,Tondiarpet,13.29,38.32,44.39,55,258,187.0
2022,6,4,Tondiarpet,13.27,34.32,52.13,55,204,258.0
2022,7,4,Tondiarpet,39.46,24.25,59.67,55,146,204.0
2022,8,4,Tondiarpet,1.23,30.48,55.37,55,133,146.0
2022,9,4,Tondiarpet,284.25,26.67,29.75,55,241,133.0
2022,10,4,Tondiarpet,311.18,29.73,22.97,55,320,241.0
2022,11,4,Tondiarpet,197.67,29.92,36.91,55,244,320.0
2022,12,4,Tondiarpet,352.24,25.17,18.44,55,316,244.0
2023,1,4,Tondiarpet,17.1,31.39,50.24,55,364,316.0
2023,2,4,Tondiarpet,48.66,25.55,53.46,55,332,364.0
2023,3,4,Tondiarpet,46.6,26.23,59.5,55,240,332.0
2023,4,4,Tondiarpet,12.32,35.61,47.53,55,410,240.0
2023,5,4,Tondiarpet,24.04,38.23,38.91,55,578,410.0
2023,6,4,Tondiarpet,29.87,36.02,43.94,55,548,578.0
2023,7,4,Tondiarpet,4.28,25.47,57.58,55,368,548.0
2023,8,4,Tondiarpet,23.39,31.74,57.53,55,331,368.0
2023,9,4,Tondiarpet,139.1,26.55,37.26,55,444,331.0
2023,10,4,Tondiarpet,278.85,29.58,24.99,55,602,444.0
2023,11,4,Tondiarpet,605.23,28.35,10.0,55,871,602.0
2023,12,4,Tondiarpet,403.7,29.04,11.39,55,930,871.0
2024,1,4,Tondiarpet,8.51,26.04,52.63,55,466,930.0
2024,2,4,Tondiarpet,21.95,24.36,59.2,55,249,466.0
2024,3,4,Tondiarpet,8.21,24.99,59.8,55,157,249.0
2024,4,4,Tondiarpet,21.75,37.05,46.17,55,200,157.0
2024,5,4,Tondiarpet,22.65,36.31,43.12,55,231,200.0
2024,6,4,Tondiarpet,23.08,36.58,50.65,55,197,231.0
2024,7,4,Tondiarpet,22.51,25.6,53.08,55,157,197.0
2024,8,4,Tondiarpet,16.89,30.48,56.96,55,147,157.0
2024,9,4,Tondiarpet,121.26,27.99,40.52,55,199,147.0
2024,10,4,Tondiarpet,294.12,27.32,25.54,55,276,199.0
2024,11,4,Tondiarpet,130.72,25.31,37.44,55,257,276.0
2024,12,4,Tondiarpet,186.2,25.81,33.87,55,255,257.0
2015,1,5,Royapuram,1.72,31.27,62.59,65,178,215.0
2015,2,5,Royapuram,44.8,26.54,61.1,65,184,178.0
2015,3,5,Royapuram,32.1,24.67,61.62,65,215,184.0
2015,4,5,Royapuram,1.12,39.76,46.71,65,396,215.0
2015,5,5,Royapuram,3.02,34.13,58.13,65,341,396.0
2015,6,5,Royapuram,28.42,40.9,47.78,65,463,341.0
2015,7,5,Royapuram,22.53,25.03,69.54,65,239,463.0
2015,8,5,Royapuram,46.04,24.49,62.77,65,220,239.0
2015,9,5,Royapuram,134.45,28.05,49.44,65,322,220.0
2015,10,5,Royapuram,346.38,25.55,33.83,65,470,322.0
2015,11,5,Royapuram,759.22,26.03,10.0,65,778,470.0
2015,12,5,Royapuram,638.97,28.0,10.0,65,889,778.0
2016,1,5,Royapuram,15.76,28.32,67.91,65,373,889.0
2016,2,5,Royapuram,32.76,28.41,60.87,65,202,373.0
2016,3,5,Royapuram,1.23,24.18,63.24,65,127,202.0
2016,4,5,Royapuram,18.54,38.92,50.8,65,177,127.0
2016,5,5,Royapuram,18.95,39.13,45.99,65,232,177.0
2016,6,5,Royapuram,26.04,35.24,61.33,65,164,232.0
2016,7,5,Royapuram,26.96,26.49,66.1,65,108,164.0
2016,8,5,Royapuram,44.0,29.21,65.33,65,77,108.0
2016,9,5,Royapuram,329.44,25.87,32.08,65,198,77.0
2016,10,5,Royapuram,336.07,26.58,33.27,65,243,198.0
2016,11,5,Royapuram,353.95,29.59,27.13,65,302,243.0
2016,12,5,Royapuram,180.95,29.13,46.89,65,206,302.0
2017,1,5,Royapuram,26.62,27.29,63.47,65,145,206.0
2017,2,5,Royapuram,26.17,26.3,67.93,65,88,145.0
2017,3,5,Royapuram,11.36,30.7,62.79,65,88,88.0
2017,4,5,Royapuram,18.06,40.25,46.31,65,190,88.0
2017,5,5,Royapuram,3.63,36.93,57.68,65,136,190.0
2017,6,5,Royapuram,1.17,34.22,60.84,65,105,136.0
2017,7,5,Royapuram,28.86,30.92,69.81,65,61,105.0
2017,8,5,Royapuram,32.39,24.98,68.89,65,48,61.0
2017,9,5,Royapuram,346.65,29.25,27.45,65,211,48.0
2017,10,5,Royapuram,122.68,26.83,49.99,65,169,211.0
2017,11,5,Royapuram,318.66,25.48,32.42,65,241,169.0
2017,12,5,Royapuram,116.39,29.87,50.62,65,183,241.0
2018,1,5,Royapuram,40.86,28.37,69.67,65,73,183.0
2018,2,5,Royapuram,3.78,31.61,62.97,65,66,73.0
2018,3,5,Royapuram,46.04,28.68,65.38,65,59,66.0
2018,4,5,Royapuram,15.45,35.13,55.51,65,131,59.0
2018,5,5,Royapuram,29.92,37.91,50.93,65,164,131.0
2018,6,5,Royapuram,2.65,38.89,48.95,65,199,164.0
2018,7,5,Royapuram,29.97,25.43,67.05,65,110,199.0
2018,8,5,Royapuram,29.03,28.04,61.44,65,102,110.0
2018,9,5,Royapuram,361.2,28.96,30.15,65,233,102.0
2018,10,5,Royapuram,384.15,29.42,28.98,65,268,233.0
2018,11,5,Royapuram,369.52,27.0,26.32,65,321,268.0
2018,12,5,Royapuram,344.4,28.06,29.29,65,300,321.0
2019,1,5,Royapuram,8.55,27.35,67.57,65,171,300.0
2019,2,5,Royapuram,12.99,31.09,68.96,65,90,171.0
2019,3,5,Royapuram,27.41,25.4,62.96,65,91,90.0
2019,4,5,Royapuram,18.97,34.9,61.04,65,113,91.0
2019,5,5,Royapuram,3.45,40.18,46.19,65,209,113.0
2019,6,5,Royapuram,10.59,39.6,49.05,65,250,209.0
2019,7,5,Royapuram,11.85,24.78,61.79,65,170,250.0
2019,8,5,Royapuram,23.58,24.73,66.26,65,108,170.0
2019,9,5,Royapuram,228.24,28.23,44.63,65,165,108.0
2019,10,5,Royapuram,133.78,27.04,55.49,65,158,165.0
2019,11,5,Royapuram,102.97,28.89,54.31,65,144,158.0
2019,12,5,Royapuram,126.23,26.89,51.51,65,128,144.0
2020,1,5,Royapuram,9.77,25.33,69.16,65,76,128.0
2020,2,5,Royapuram,3.42,31.18,61.19,65,96,76.0
2020,3,5,Royapuram,4.27,31.78,65.18,65,93,96.0
2020,4,5,Royapuram,5.52,39.3,49.0,65,194,93.0
2020,5,5,Royapuram,11.05,40.85,44.57,65,284,194.0
2020,6,5,Royapuram,12.15,40.99,40.57,65,352,284.0
2020,7,5,Royapuram,44.78,31.73,64.43,65,189,352.0
2020,8,5,Royapuram,22.32,29.82,66.93,65,121,189.0
2020,9,5,Royapuram,291.73,26.7,40.8,65,208,121.0
2020,10,5,Royapuram,198.02,26.75,46.16,65,216,208.0
2020,11,5,Royapuram,143.16,25.52,49.91,65,225,216.0
2020,12,5,Royapuram,189.83,25.5,43.73,65,261,225.0
2021,1,5,Royapuram,17.94,31.97,64.8,65,156,261.0
2021,2,5,Royapuram,38.59,27.87,68.98,65,106,156.0
2021,3,5,Royapuram,29.68,25.02,64.28,65,82,106.0
2021,4,5,Royapuram,3.41,34.03,67.43,65,82,82.0
2021,5,5,Royapuram,21.1,36.82,59.66,65,127,82.0
2021,6,5,Royapuram,5.85,39.79,48.66,65,229,127.0
2021,7,5,Royapuram,47.25,29.39,60.65,65,159,229.0
2021,8,5,Royapuram,26.48,26.15,60.21,65,142,159.0
2021,9,5,Royapuram,337.76,25.93,26.89,65,305,142.0
2021,10,5,Royapuram,278.92,26.83,40.18,65,289,305.0
2021,11,5,Royapuram,290.13,26.27,36.54,65,300,289.0
2021,12,5,Royapuram,125.94,25.01,51.9,65,247,300.0
2022,1,5,Royapuram,30.96,25.28,69.68,65,139,247.0
2022,2,5,Royapuram,18.97,31.29,66.15,65,91,139.0
2022,3,5,Royapuram,45.58,26.76,66.22,65,50,91.0
2022,4,5,Royapuram,18.7,34.52,61.23,65,76,50.0
2022,5,5,Royapuram,24.68,37.63,53.05,65,137,76.0
2022,6,5,Royapuram,18.4,40.08,48.91,65,196,137.0
2022,7,5,Royapuram,18.13,24.53,69.89,65,98,196.0
2022,8,5,Royapuram,8.12,31.16,66.86,65,67,98.0
2022,9,5,Royapuram,249.15,28.34,35.21,65,209,67.0
2022,10,5,Royapuram,289.18,27.25,32.97,65,257,209.0
2022,11,5,Royapuram,286.99,25.28,31.54,65,280,257.0
2022,12,5,Royapuram,121.71,29.77,50.06,65,241,280.0
2023,1,5,Royapuram,10.97,27.43,66.52,65,182,241.0
2023,2,5,Royapuram,41.96,24.26,69.4,65,139,182.0
2023,3,5,Royapuram,2.86,31.15,65.3,65,152,139.0
2023,4,5,Royapuram,15.73,39.64,46.93,65,403,152.0
2023,5,5,Royapuram,23.11,37.5,51.81,65,417,403.0
2023,6,5,Royapuram,15.6,36.55,59.85,65,327,417.0
2023,7,5,Royapuram,34.8,26.74,61.08,65,226,327.0
2023,8,5,Royapuram,23.39,29.17,68.3,65,152,226.0
2023,9,5,Royapuram,276.31,25.32,40.99,65,418,152.0
2023,10,5,Royapuram,313.78,28.44,31.82,65,597,418.0
2023,11,5,Royapuram,611.86,26.74,10.0,65,837,597.0
2023,12,5,Royapuram,526.26,25.43,10.0,65,889,837.0
2024,1,5,Royapuram,47.39,25.01,69.74,65,361,889.0
2024,2,5,Royapuram,34.49,27.85,61.24,65,187,361.0
2024,3,5,Royapuram,8.57,29.34,66.09,65,115,187.0
2024,4,5,Royapuram,17.35,37.49,54.58,65,141,115.0
2024,5,5,Royapuram,6.78,38.29,51.12,65,155,141.0
2024,6,5,Royapuram,8.57,35.9,61.31,65,94,155.0
2024,7,5,Royapuram,38.54,26.62,62.42,65,78,94.0
2024,8,5,Royapuram,35.82,27.09,62.11,65,78,78.0
2024,9,5,Royapuram,377.31,27.75,28.1,65,216,78.0
2024,10,5,Royapuram,164.42,27.58,50.92,65,186,216.0
2024,11,5,Royapuram,315.38,28.71,28.97,65,246,186.0
2024,12,5,Royapuram,268.81,29.72,35.08,65,266,246.0
2015,1,6,Thiru-Vi-Ka Nagar,26.0,28.37,66.85,70,151,168.0
2015,2,6,Thiru-Vi-Ka Nagar,40.9,30.89,65.07,70,153,151.0
2015,3,6,Thiru-Vi-Ka Nagar,0.46,24.81,71.64,70,93,153.0
2015,4,6,Thiru-Vi-Ka Nagar,23.1,35.51,64.95,70,124,93.0
2015,5,6,Thiru-Vi-Ka Nagar,9.57,39.91,47.95,70,393,124.0
2015,6,6,Thiru-Vi-Ka Nagar,23.31,37.91,56.97,70,392,393.0
2015,7,6,Thiru-Vi-Ka Nagar,33.59,28.95,68.58,70,194,392.0
2015,8,6,Thiru-Vi-Ka Nagar,9.23,25.67,68.7,70,134,194.0
2015,9,6,Thiru-Vi-Ka Nagar,244.34,27.66,41.08,70,350,134.0
2015,10,6,Thiru-Vi-Ka Nagar,339.19,25.75,33.37,70,530,350.0
2015,11,6,Thiru-Vi-Ka Nagar,581.32,27.62,11.28,70,777,530.0
2015,12,6,Thiru-Vi-Ka Nagar,418.79,25.83,30.5,70,666,777.0
2016,1,6,Thiru-Vi-Ka Nagar,44.3,28.93,67.33,70,298,666.0
2016,2,6,Thiru-Vi-Ka Nagar,12.99,29.79,69.96,70,119,298.0
2016,3,6,Thiru-Vi-Ka Nagar,34.16,27.57,67.74,70,75,119.0
2016,4,6,Thiru-Vi-Ka Nagar,10.52,34.23,62.7,70,83,75.0
2016,5,6,Thiru-Vi-Ka Nagar,5.39,35.66,68.06,70,58,83.0
2016,6,6,Thiru-Vi-Ka Nagar,18.54,40.08,53.0,70,148,58.0
2016,7,6,Thiru-Vi-Ka Nagar,20.68,24.98,66.81,70,97,148.0
2016,8,6,Thiru-Vi-Ka Nagar,33.47,31.95,71.62,70,54,97.0
2016,9,6,Thiru-Vi-Ka Nagar,210.26,25.34,44.23,70,147,54.0
2016,10,6,Thiru-Vi-Ka Nagar,352.26,25.19,38.79,70,202,147.0
2016,11,6,Thiru-Vi-Ka Nagar,352.6,28.64,37.5,70,238,202.0
2016,12,6,Thiru-Vi-Ka Nagar,200.27,28.92,52.05,70,200,238.0
2017,1,6,Thiru-Vi-Ka Nagar,33.19,31.71,70.6,70,118,200.0
2017,2,6,Thiru-Vi-Ka Nagar,39.9,27.17,74.15,70,51,118.0
2017,3,6,Thiru-Vi-Ka Nagar,25.63,26.44,67.13,70,54,51.0
2017,4,6,Thiru-Vi-Ka Nagar,17.75,38.92,52.58,70,136,54.0
2017,5,6,Thiru-Vi-Ka Nagar,10.64,40.59,52.71,70,179,136.0
2017,6,6,Thiru-Vi-Ka Nagar,22.69,37.21,57.37,70,176,179.0
2017,7,6,Thiru-Vi-Ka Nagar,38.23,28.59,74.56,70,64,176.0
2017,8,6,Thiru-Vi-Ka Nagar,29.29,29.0,65.72,70,66,64.0
2017,9,6,Thiru-Vi-Ka Nagar,364.05,26.08,35.37,70,185,66.0
2017,10,6,Thiru-Vi-Ka Nagar,286.72,28.91,42.11,70,185,185.0
2017,11,6,Thiru-Vi-Ka Nagar,186.67,26.99,55.53,70,160,185.0
2017,12,6,Thiru-Vi-Ka Nagar,169.12,25.01,55.38,70,175,160.0
2018,1,6,Thiru-Vi-Ka Nagar,35.92,30.9,66.79,70,114,175.0
2018,2,6,Thiru-Vi-Ka Nagar,31.18,29.19,67.67,70,68,114.0
2018,3,6,Thiru-Vi-Ka Nagar,44.77,29.33,72.87,70,35,68.0
2018,4,6,Thiru-Vi-Ka Nagar,10.63,34.74,62.88,70,71,35.0
2018,5,6,Thiru-Vi-Ka Nagar,11.18,34.48,64.99,70,74,71.0
2018,6,6,Thiru-Vi-Ka Nagar,7.79,34.24,70.7,70,44,74.0
2018,7,6,Thiru-Vi-Ka Nagar,41.87,25.36,65.19,70,64,44.0
2018,8,6,Thiru-Vi-Ka Nagar,24.39,24.66,69.6,70,43,64.0
2018,9,6,Thiru-Vi-Ka Nagar,237.5,26.76,42.19,70,149,43.0
2018,10,6,Thiru-Vi-Ka Nagar,389.01,25.05,33.26,70,237,149.0
2018,11,6,Thiru-Vi-Ka Nagar,273.06,27.32,38.88,70,211,237.0
2018,12,6,Thiru-Vi-Ka Nagar,206.47,27.07,51.11,70,187,211.0
2019,1,6,Thiru-Vi-Ka Nagar,19.66,24.8,65.17,70,123,187.0
2019,2,6,Thiru-Vi-Ka Nagar,20.57,25.92,71.72,70,72,123.0
2019,3,6,Thiru-Vi-Ka Nagar,25.01,24.56,65.9,70,71,72.0
2019,4,6,Thiru-Vi-Ka Nagar,22.6,40.11,52.22,70,171,71.0
2019,5,6,Thiru-Vi-Ka Nagar,13.26,38.54,51.77,70,205,171.0
2019,6,6,Thiru-Vi-Ka Nagar,23.53,38.19,56.17,70,221,205.0
2019,7,6,Thiru-Vi-Ka Nagar,27.35,27.8,74.22,70,74,221.0
2019,8,6,Thiru-Vi-Ka Nagar,26.07,31.17,66.96,70,68,74.0
2019,9,6,Thiru-Vi-Ka Nagar,180.75,25.99,54.76,70,133,68.0
2019,10,6,Thiru-Vi-Ka Nagar,181.17,26.24,56.3,70,128,133.0
2019,11,6,Thiru-Vi-Ka Nagar,397.64,29.29,26.21,70,275,128.0
2019,12,6,Thiru-Vi-Ka Nagar,386.69,29.77,29.85,70,264,275.0
2020,1,6,Thiru-Vi-Ka Nagar,37.99,26.71,74.52,70,116,264.0
2020,2,6,Thiru-Vi-Ka Nagar,29.87,27.15,69.73,70,83,116.0
2020,3,6,Thiru-Vi-Ka Nagar,24.17,27.43,65.75,70,66,83.0
2020,4,6,Thiru-Vi-Ka Nagar,1.21,36.28,61.48,70,98,66.0
2020,5,6,Thiru-Vi-Ka Nagar,21.52,38.07,60.29,70,147,98.0
2020,6,6,Thiru-Vi-Ka Nagar,4.64,37.08,59.91,70,142,147.0
2020,7,6,Thiru-Vi-Ka Nagar,34.39,26.19,72.36,70,51,142.0
2020,8,6,Thiru-Vi-Ka Nagar,45.75,25.25,72.52,70,34,51.0
2020,9,6,Thiru-Vi-Ka Nagar,379.2,25.12,34.05,70,227,34.0
2020,10,6,Thiru-Vi-Ka Nagar,320.57,28.13,38.75,70,283,227.0
2020,11,6,Thiru-Vi-Ka Nagar,139.1,28.22,53.06,70,199,283.0
2020,12,6,Thiru-Vi-Ka Nagar,126.52,26.71,62.16,70,148,199.0
2021,1,6,Thiru-Vi-Ka Nagar,45.84,30.41,69.51,70,92,148.0
2021,2,6,Thiru-Vi-Ka Nagar,46.82,30.6,72.91,70,40,92.0
2021,3,6,Thiru-Vi-Ka Nagar,37.94,24.85,70.06,70,40,40.0
2021,4,6,Thiru-Vi-Ka Nagar,15.29,36.1,58.76,70,102,40.0
2021,5,6,Thiru-Vi-Ka Nagar,28.44,35.81,61.35,70,115,102.0
2021,6,6,Thiru-Vi-Ka Nagar,6.23,37.98,61.22,70,127,115.0
2021,7,6,Thiru-Vi-Ka Nagar,23.49,27.64,70.82,70,67,127.0
2021,8,6,Thiru-Vi-Ka Nagar,29.76,28.31,74.69,70,28,67.0
2021,9,6,Thiru-Vi-Ka Nagar,352.48,27.77,38.77,70,208,28.0
2021,10,6,Thiru-Vi-Ka Nagar,138.72,27.68,60.49,70,145,208.0
2021,11,6,Thiru-Vi-Ka Nagar,169.96,29.32,51.1,70,179,145.0
2021,12,6,Thiru-Vi-Ka Nagar,399.76,26.43,27.83,70,277,179.0
2022,1,6,Thiru-Vi-Ka Nagar,6.06,24.68,74.09,70,104,277.0
2022,2,6,Thiru-Vi-Ka Nagar,2.42,25.68,70.66,70,62,104.0
2022,3,6,Thiru-Vi-Ka Nagar,41.56,30.13,68.51,70,49,62.0
2022,4,6,Thiru-Vi-Ka Nagar,19.12,37.9,60.14,70,92,49.0
2022,5,6,Thiru-Vi-Ka Nagar,21.9,36.88,61.6,70,111,92.0
2022,6,6,Thiru-Vi-Ka Nagar,27.17,34.84,65.72,70,83,111.0
2022,7,6,Thiru-Vi-Ka Nagar,12.3,28.26,69.82,70,59,83.0
2022,8,6,Thiru-Vi-Ka Nagar,34.53,28.58,69.05,70,45,59.0
2022,9,6,Thiru-Vi-Ka Nagar,202.89,25.69,49.11,70,125,45.0
2022,10,6,Thiru-Vi-Ka Nagar,343.18,28.68,37.32,70,185,125.0
2022,11,6,Thiru-Vi-Ka Nagar,231.49,26.31,43.5,70,212,185.0
2022,12,6,Thiru-Vi-Ka Nagar,395.66,27.77,34.74,70,276,212.0
2023,1,6,Thiru-Vi-Ka Nagar,46.84,25.32,67.34,70,170,276.0
2023,2,6,Thiru-Vi-Ka Nagar,27.18,29.23,68.87,70,128,170.0
2023,3,6,Thiru-Vi-Ka Nagar,7.52,24.31,73.79,70,58,128.0
2023,4,6,Thiru-Vi-Ka Nagar,3.28,39.56,49.59,70,312,58.0
2023,5,6,Thiru-Vi-Ka Nagar,21.93,35.7,59.98,70,287,312.0
2023,6,6,Thiru-Vi-Ka Nagar,6.22,36.64,59.06,70,299,287.0
2023,7,6,Thiru-Vi-Ka Nagar,26.03,29.94,70.1,70,161,299.0
2023,8,6,Thiru-Vi-Ka Nagar,15.86,26.26,70.31,70,84,161.0
2023,9,6,Thiru-Vi-Ka Nagar,235.03,25.11,47.9,70,273,84.0
2023,10,6,Thiru-Vi-Ka Nagar,353.86,27.26,33.86,70,454,273.0
2023,11,6,Thiru-Vi-Ka Nagar,744.49,25.77,10.0,70,759,454.0
2023,12,6,Thiru-Vi-Ka Nagar,505.52,25.06,19.64,70,810,759.0
2024,1,6,Thiru-Vi-Ka Nagar,16.95,25.14,73.58,70,319,810.0
2024,2,6,Thiru-Vi-Ka Nagar,28.71,28.98,70.06,70,160,319.0
2024,3,6,Thiru-Vi-Ka Nagar,44.68,27.11,68.13,70,91,160.0
2024,4,6,Thiru-Vi-Ka Nagar,2.52,34.37,64.12,70,70,91.0
2024,5,6,Thiru-Vi-Ka Nagar,21.06,37.59,62.24,70,86,70.0
2024,6,6,Thiru-Vi-Ka Nagar,8.22,35.4,61.32,70,109,86.0
2024,7,6,Thiru-Vi-Ka Nagar,6.49,27.63,70.07,70,68,109.0
2024,8,6,Thiru-Vi-Ka Nagar,33.7,28.33,73.43,70,38,68.0
2024,9,6,Thiru-Vi-Ka Nagar,333.16,26.43,40.13,70,154,38.0
2024,10,6,Thiru-Vi-Ka Nagar,213.39,27.32,44.55,70,189,154.0
2024,11,6,Thiru-Vi-Ka Nagar,264.28,25.72,39.91,70,248,189.0
2024,12,6,Thiru-Vi-Ka Nagar,268.07,26.28,40.82,70,197,248.0
2015,1,7,Ambattur,29.89,31.37,70.88,75,119,114.0
2015,2,7,Ambattur,11.11,24.96,73.38,75,79,119.0
2015,3,7,Ambattur,32.6,25.79,77.12,75,27,79.0
2015,4,7,Ambattur,15.94,37.78,64.41,75,131,27.0
2015,5,7,Ambattur,3.54,38.88,61.6,75,228,131.0
2015,6,7,Ambattur,14.78,34.08,71.99,75,99,228.0
2015,7,7,Ambattur,26.02,30.18,75.2,75,47,99.0
2015,8,7,Ambattur,18.45,27.7,77.47,75,19,47.0
2015,9,7,Ambattur,119.01,29.95,61.32,75,142,19.0
2015,10,7,Ambattur,292.34,28.47,46.19,75,302,142.0
2015,11,7,Ambattur,472.77,29.31,32.18,75,498,302.0
2015,12,7,Ambattur,555.72,26.44,17.98,75,730,498.0
2016,1,7,Ambattur,39.94,31.98,73.51,75,313,730.0
2016,2,7,Ambattur,34.16,24.61,78.51,75,125,313.0
2016,3,7,Ambattur,39.74,29.55,72.21,75,48,125.0
2016,4,7,Ambattur,17.03,38.83,63.44,75,70,48.0
2016,5,7,Ambattur,14.77,35.73,71.88,75,42,70.0
2016,6,7,Ambattur,6.47,38.61,59.91,75,99,42.0
2016,7,7,Ambattur,26.26,29.67,71.07,75,57,99.0
2016,8,7,Ambattur,23.26,24.48,75.62,75,34,57.0
2016,9,7,Ambattur,229.75,26.56,52.09,75,104,34.0
2016,10,7,Ambattur,297.81,29.48,46.59,75,160,104.0
2016,11,7,Ambattur,263.51,29.92,53.02,75,122,160.0
2016,12,7,Ambattur,232.06,25.74,50.08,75,146,122.0
2017,1,7,Ambattur,20.94,26.08,77.31,75,62,146.0
2017,2,7,Ambattur,34.79,30.35,73.17,75,25,62.0
2017,3,7,Ambattur,43.56,30.13,77.88,75,12,25.0
2017,4,7,Ambattur,11.54,37.41,65.49,75,67,12.0
2017,5,7,Ambattur,17.81,34.07,73.68,75,42,67.0
2017,6,7,Ambattur,28.68,36.2,70.89,75,38,42.0
2017,7,7,Ambattur,42.7,27.51,78.47,75,21,38.0
2017,8,7,Ambattur,35.7,30.58,78.04,75,10,21.0
2017,9,7,Ambattur,140.98,28.26,63.29,75,46,10.0
2017,10,7,Ambattur,290.79,26.94,47.66,75,117,46.0
2017,11,7,Ambattur,217.74,28.77,57.41,75,140,117.0
2017,12,7,Ambattur,298.91,28.71,48.59,75,156,140.0
2018,1,7,Ambattur,19.83,25.05,78.65,75,53,156.0
2018,2,7,Ambattur,35.33,28.88,73.13,75,25,53.0
2018,3,7,Ambattur,12.42,29.64,74.28,75,12,25.0
2018,4,7,Ambattur,7.36,34.4,70.4,75,22,12.0
2018,5,7,Ambattur,19.7,38.96,55.18,75,103,22.0
2018,6,7,Ambattur,1.17,38.67,59.06,75,141,103.0
2018,7,7,Ambattur,34.98,30.71,78.03,75,76,141.0
2018,8,7,Ambattur,2.85,27.35,74.58,75,36,76.0
2018,9,7,Ambattur,112.02,26.46,60.87,75,71,36.0
2018,10,7,Ambattur,397.03,26.56,33.7,75,171,71.0
2018,11,7,Ambattur,321.66,25.16,44.42,75,193,171.0
2018,12,7,Ambattur,218.58,25.91,49.71,75,194,193.0
2019,1,7,Ambattur,8.15,25.87,70.24,75,86,194.0
2019,2,7,Ambattur,41.22,27.18,71.56,75,55,86.0
2019,3,7,Ambattur,45.86,27.25,71.43,75,42,55.0
2019,4,7,Ambattur,5.6,34.18,69.9,75,41,42.0
2019,5,7,Ambattur,4.54,37.34,65.16,75,72,41.0
2019,6,7,Ambattur,18.15,35.54,69.9,75,57,72.0
2019,7,7,Ambattur,17.5,30.26,79.93,75,19,57.0
2019,8,7,Ambattur,29.85,30.48,74.3,75,11,19.0
2019,9,7,Ambattur,325.38,29.48,45.92,75,127,11.0
2019,10,7,Ambattur,217.94,25.7,48.31,75,169,127.0
2019,11,7,Ambattur,102.09,27.02,62.14,75,135,169.0
2019,12,7,Ambattur,217.67,29.74,49.65,75,175,135.0
2020,1,7,Ambattur,44.04,24.4,72.57,75,81,175.0
2020,2,7,Ambattur,43.48,24.71,77.77,75,39,81.0
2020,3,7,Ambattur,11.99,25.56,75.05,75,19,39.0
2020,4,7,Ambattur,6.11,39.38,58.3,75,119,19.0
2020,5,7,Ambattur,14.25,36.7,70.41,75,81,119.0
