year,month,zone_id,zone_name,rainfall_mm,temperature_c,humidity_percent,mosquito_index,cases,prev_month_cases
2025,5,6,Thiru-Vi-Ka Nagar,19.75,36.25,58.88,0.35,1843,1883.0
2025,6,6,Thiru-Vi-Ka Nagar,7.56,34.71,51.24,0.326,1803,1843.0
2025,7,6,Thiru-Vi-Ka Nagar,19.65,38.52,51.72,0.276,1721,1803.0
2025,8,6,Thiru-Vi-Ka Nagar,4.92,39.92,57.16,0.24,1727,1721.0
2025,9,6,Thiru-Vi-Ka Nagar,217.93,27.85,86.07,0.901,3463,1727.0
2025,10,6,Thiru-Vi-Ka Nagar,319.94,26.16,75.98,0.827,5329,3463.0
2025,11,6,Thiru-Vi-Ka Nagar,132.92,28.71,89.1,0.796,7062,5329.0
2025,12,6,Thiru-Vi-Ka Nagar,151.06,26.1,83.37,0.758,8565,7062.0
2021,1,7,Ambattur,14.05,25.13,70.85,0.414,1900,0.0
2021,2,7,Ambattur,15.04,24.3,65.7,0.379,1685,1900.0
2021,3,7,Ambattur,4.68,26.12,67.35,0.401,1649,1685.0
2021,4,7,Ambattur,5.42,32.63,58.78,0.393,1799,1649.0
2021,5,7,Ambattur,19.81,34.98,58.25,0.373,1798,1799.0
2021,6,7,Ambattur,7.5,38.95,55.71,0.259,1605,1798.0
2021,7,7,Ambattur,10.4,36.42,67.04,0.361,1732,1605.0
2021,8,7,Ambattur,5.05,39.16,64.27,0.284,1690,1732.0
2021,9,7,Ambattur,115.84,26.61,94.8,0.743,2816,1690.0
2021,10,7,Ambattur,260.29,27.71,88.88,0.91,4040,2816.0
2021,11,7,Ambattur,109.14,27.82,84.44,0.713,4281,4040.0
2021,12,7,Ambattur,168.08,29.57,75.37,0.829,4991,4281.0
2022,1,7,Ambattur,49.38,24.32,78.88,0.501,2259,4991.0
2022,2,7,Ambattur,30.39,25.85,70.25,0.459,1752,2259.0
2022,3,7,Ambattur,14.35,31.85,72.34,0.481,1755,1752.0
2022,4,7,Ambattur,18.42,38.37,62.33,0.319,1753,1755.0
2022,5,7,Ambattur,9.96,37.75,61.11,0.309,1707,1753.0
2022,6,7,Ambattur,11.71,33.65,67.37,0.42,1769,1707.0
2022,7,7,Ambattur,8.97,34.99,54.75,0.337,1737,1769.0
2022,8,7,Ambattur,12.48,36.69,59.04,0.327,1713,1737.0
2022,9,7,Ambattur,175.78,26.8,80.26,0.809,3040,1713.0
2022,10,7,Ambattur,212.45,26.84,78.89,0.852,4545,3040.0
2022,11,7,Ambattur,105.24,29.84,76.64,0.714,5291,4545.0
2022,12,7,Ambattur,300.02,27.78,79.08,0.872,7016,5291.0
2023,1,7,Ambattur,14.94,26.07,78.81,0.467,2450,7016.0
2023,2,7,Ambattur,24.23,31.57,63.32,0.47,1882,2450.0
2023,3,7,Ambattur,44.1,25.3,68.55,0.468,1754,1882.0
2023,4,7,Ambattur,17.17,39.29,55.84,0.272,1748,1754.0
2023,5,7,Ambattur,9.45,33.12,50.91,0.36,1767,1748.0
2023,6,7,Ambattur,9.72,32.35,61.54,0.419,1783,1767.0
2023,7,7,Ambattur,15.24,35.52,66.67,0.387,1792,1783.0
2023,8,7,Ambattur,2.69,34.87,55.99,0.332,1812,1792.0
2023,9,7,Ambattur,257.39,28.74,76.09,0.879,3347,1812.0
2023,10,7,Ambattur,171.85,25.29,82.36,0.779,4484,3347.0
2023,11,7,Ambattur,329.37,27.35,80.81,0.87,6227,4484.0
2023,12,7,Ambattur,189.28,26.26,90.75,0.867,7903,6227.0
2024,1,7,Ambattur,35.63,25.45,76.34,0.486,2606,7903.0
2024,2,7,Ambattur,14.5,29.38,77.43,0.526,1936,2606.0
2024,3,7,Ambattur,43.3,24.85,78.93,0.499,1806,1936.0
2024,4,7,Ambattur,18.73,38.6,51.28,0.271,1695,1806.0
2024,5,7,Ambattur,12.16,32.46,54.91,0.395,1793,1695.0
2024,6,7,Ambattur,7.45,34.96,51.37,0.321,1758,1793.0
2024,7,7,Ambattur,8.65,34.08,50.62,0.338,1738,1758.0
2024,8,7,Ambattur,12.72,33.43,61.99,0.405,1849,1738.0
2024,9,7,Ambattur,302.26,26.71,77.94,0.846,3414,1849.0
2024,10,7,Ambattur,298.98,28.36,78.5,0.881,4988,3414.0
2024,11,7,Ambattur,166.37,28.39,87.23,0.85,6460,4988.0
2024,12,7,Ambattur,264.67,29.1,93.63,0.957,8819,6460.0
2025,1,7,Ambattur,33.09,26.84,61.54,0.449,2664,8819.0
2025,2,7,Ambattur,11.13,28.37,66.14,0.454,1836,2664.0
2025,3,7,Ambattur,1.73,29.58,67.84,0.466,1701,1836.0
2025,4,7,Ambattur,9.31,32.65,50.27,0.367,1753,1701.0
2025,5,7,Ambattur,6.54,35.22,56.11,0.333,1786,1753.0
2025,6,7,Ambattur,13.16,35.61,69.95,0.394,1803,1786.0
2025,7,7,Ambattur,8.8,35.05,62.88,0.368,1711,1803.0
2025,8,7,Ambattur,2.85,36.44,57.64,0.308,1664,1711.0
2025,9,7,Ambattur,106.3,28.9,82.1,0.719,2910,1664.0
2025,10,7,Ambattur,155.16,29.3,77.76,0.807,4259,2910.0
2025,11,7,Ambattur,318.26,25.27,78.38,0.819,5650,4259.0
2025,12,7,Ambattur,141.95,25.34,77.41,0.7,6207,5650.0
2021,1,8,Anna Nagar,49.34,25.59,75.44,0.512,2111,0.0
2021,2,8,Anna Nagar,2.57,31.27,65.57,0.442,1896,2111.0
2021,3,8,Anna Nagar,31.56,28.02,75.9,0.527,1972,1896.0
2021,4,8,Anna Nagar,8.18,33.25,53.47,0.365,2001,1972.0
2021,5,8,Anna Nagar,18.62,35.43,67.17,0.397,2126,2001.0
2021,6,8,Anna Nagar,19.39,37.04,60.46,0.34,2063,2126.0
2021,7,8,Anna Nagar,8.07,32.23,52.68,0.382,2122,2063.0
2021,8,8,Anna Nagar,2.14,36.26,58.95,0.315,1960,2122.0
2021,9,8,Anna Nagar,270.38,27.98,90.2,0.92,4898,1960.0
2021,10,8,Anna Nagar,145.4,27.92,93.17,0.822,9081,4898.0
2021,11,8,Anna Nagar,213.32,27.2,85.49,0.886,16681,9081.0
2021,12,8,Anna Nagar,168.51,28.26,86.08,0.847,28396,16681.0
2022,1,8,Anna Nagar,9.03,31.32,71.36,0.477,8923,28396.0
2022,2,8,Anna Nagar,9.32,26.8,75.59,0.457,3830,8923.0
2022,3,8,Anna Nagar,31.7,30.24,70.8,0.542,2562,3830.0
2022,4,8,Anna Nagar,2.5,35.44,63.71,0.351,2240,2562.0
2022,5,8,Anna Nagar,1.44,34.06,50.61,0.324,2127,2240.0
2022,6,8,Anna Nagar,1.14,39.49,60.62,0.255,1853,2127.0
2022,7,8,Anna Nagar,12.07,36.96,63.36,0.338,2040,1853.0
2022,8,8,Anna Nagar,17.26,32.77,54.33,0.397,2220,2040.0
2022,9,8,Anna Nagar,238.45,26.98,81.11,0.864,5722,2220.0
2022,10,8,Anna Nagar,283.4,25.06,90.39,0.863,12381,5722.0
2022,11,8,Anna Nagar,256.17,26.03,82.64,0.851,24586,12381.0
2022,12,8,Anna Nagar,147.01,28.92,82.11,0.801,45072,24586.0
2023,1,8,Anna Nagar,42.1,30.42,63.72,0.531,14701,45072.0
2023,2,8,Anna Nagar,23.11,29.21,68.24,0.503,5591,14701.0
2023,3,8,Anna Nagar,44.51,29.85,61.59,0.532,3080,5591.0
2023,4,8,Anna Nagar,0.36,37.81,69.26,0.321,2338,3080.0
2023,5,8,Anna Nagar,3.92,34.25,62.22,0.372,2215,2338.0
2023,6,8,Anna Nagar,6.86,37.22,64.58,0.328,2185,2215.0
2023,7,8,Anna Nagar,3.89,34.74,51.15,0.318,2111,2185.0
2023,8,8,Anna Nagar,4.21,32.07,69.15,0.444,2370,2111.0
2023,9,8,Anna Nagar,227.78,26.38,75.94,0.831,5895,2370.0
2023,10,8,Anna Nagar,166.9,25.07,91.71,0.802,11910,5895.0
2023,11,8,Anna Nagar,115.55,25.04,77.95,0.644,18497,11910.0
2023,12,8,Anna Nagar,264.16,25.96,79.81,0.838,36113,18497.0
2024,1,8,Anna Nagar,40.33,30.03,79.7,0.599,13390,36113.0
2024,2,8,Anna Nagar,31.24,30.66,71.43,0.535,5560,13390.0
2024,3,8,Anna Nagar,10.13,29.61,71.75,0.499,3052,5560.0
2024,4,8,Anna Nagar,0.44,36.02,56.02,0.305,2209,3052.0
2024,5,8,Anna Nagar,4.39,36.93,69.2,0.347,2174,2209.0
2024,6,8,Anna Nagar,13.13,32.07,64.18,0.442,2295,2174.0
2024,7,8,Anna Nagar,0.78,34.58,63.34,0.363,2297,2295.0
2024,8,8,Anna Nagar,13.36,33.36,66.75,0.427,2370,2297.0
2024,9,8,Anna Nagar,120.68,26.51,84.69,0.71,5220,2370.0
2024,10,8,Anna Nagar,318.52,26.32,79.99,0.846,11341,5220.0
2024,11,8,Anna Nagar,336.79,28.7,92.7,0.945,25039,11341.0
2024,12,8,Anna Nagar,324.6,26.63,82.99,0.865,49502,25039.0
2025,1,8,Anna Nagar,41.68,28.89,76.29,0.566,16865,49502.0
2025,2,8,Anna Nagar,8.55,30.06,68.36,0.489,6145,16865.0
2025,3,8,Anna Nagar,12.99,31.17,77.72,0.514,3191,6145.0
2025,4,8,Anna Nagar,12.63,36.39,58.53,0.332,2369,3191.0
2025,5,8,Anna Nagar,6.3,37.06,52.66,0.282,2018,2369.0
2025,6,8,Anna Nagar,2.3,35.32,67.67,0.369,2130,2018.0
2025,7,8,Anna Nagar,18.05,33.73,57.66,0.392,2217,2130.0
2025,8,8,Anna Nagar,13.41,35.29,62.84,0.372,2215,2217.0
2025,9,8,Anna Nagar,273.74,28.98,86.35,0.925,6052,2215.0
2025,10,8,Anna Nagar,159.77,28.8,90.16,0.856,12827,6052.0
2025,11,8,Anna Nagar,312.27,25.84,82.67,0.847,25583,12827.0
2025,12,8,Anna Nagar,207.63,27.56,77.38,0.861,49840,25583.0
2021,1,9,Teynampet,38.56,26.87,61.48,0.46,1904,0.0
2021,2,9,Teynampet,24.47,25.94,79.71,0.487,1883,1904.0
2021,3,9,Teynampet,9.76,26.25,74.45,0.442,1808,1883.0
2021,4,9,Teynampet,14.29,34.24,63.2,0.397,1957,1808.0
2021,5,9,Teynampet,2.06,36.04,68.05,0.355,1983,1957.0
2021,6,9,Teynampet,12.55,39.21,61.69,0.288,1752,1983.0
2021,7,9,Teynampet,14.08,33.09,54.26,0.383,1932,1752.0
2021,8,9,Teynampet,7.55,34.58,50.4,0.325,1853,1932.0
2021,9,9,Teynampet,187.22,29.15,93.59,0.932,4446,1853.0
2021,10,9,Teynampet,336.82,27.93,78.07,0.871,7704,4446.0
2021,11,9,Teynampet,138.81,29.31,78.64,0.778,11339,7704.0
2021,12,9,Teynampet,102.75,29.5,77.74,0.706,14501,11339.0
2022,1,9,Teynampet,48.55,27.79,78.89,0.569,5446,14501.0
2022,2,9,Teynampet,49.75,27.17,63.48,0.497,2800,5446.0
2022,3,9,Teynampet,27.06,26.73,79.26,0.506,2171,2800.0
2022,4,9,Teynampet,1.28,34.15,61.64,0.366,2129,2171.0
2022,5,9,Teynampet,14.54,35.4,64.85,0.38,2077,2129.0
2022,6,9,Teynampet,9.04,34.53,68.68,0.402,2117,2077.0
2022,7,9,Teynampet,17.27,35.83,60.38,0.359,2045,2117.0
2022,8,9,Teynampet,4.64,36.76,57.82,0.305,1902,2045.0
2022,9,9,Teynampet,228.92,27.48,93.39,0.923,4687,1902.0
2022,10,9,Teynampet,104.8,28.8,80.2,0.706,7588,4687.0
2022,11,9,Teynampet,293.66,27.65,87.88,0.905,14473,7588.0
2022,12,9,Teynampet,290.25,28.73,75.71,0.877,25241,14473.0
2023,1,9,Teynampet,6.67,29.82,61.61,0.456,6888,25241.0
2023,2,9,Teynampet,25.63,27.67,76.13,0.509,3081,6888.0
2023,3,9,Teynampet,40.95,29.68,70.82,0.559,2271,3081.0
2023,4,9,Teynampet,5.63,32.9,67.46,0.423,2239,2271.0
2023,5,9,Teynampet,0.11,33.75,50.15,0.326,1913,2239.0
2023,6,9,Teynampet,8.6,34.2,63.46,0.387,2019,1913.0
2023,7,9,Teynampet,11.61,35.55,52.78,0.323,1995,2019.0
2023,8,9,Teynampet,0.29,38.67,64.76,0.286,1950,1995.0
2023,9,9,Teynampet,309.83,26.23,75.08,0.825,4555,1950.0
2023,10,9,Teynampet,104.83,27.07,77.49,0.661,7134,4555.0
2023,11,9,Teynampet,133.57,27.65,94.16,0.797,12061,7134.0
2023,12,9,Teynampet,226.49,25.19,79.42,0.822,19675,12061.0
2024,1,9,Teynampet,33.05,28.36,61.57,0.479,5952,19675.0
2024,2,9,Teynampet,33.7,28.39,61.04,0.479,2791,5952.0
2024,3,9,Teynampet,0.77,26.02,71.66,0.409,2017,2791.0
2024,4,9,Teynampet,18.54,38.12,52.11,0.283,1906,2017.0
2024,5,9,Teynampet,8.58,37.57,60.82,0.309,1957,1906.0
2024,6,9,Teynampet,9.68,38.44,50.11,0.251,1894,1957.0
2024,7,9,Teynampet,6.51,39.97,68.02,0.286,1941,1894.0
2024,8,9,Teynampet,16.76,39.69,66.06,0.304,1936,1941.0
2024,9,9,Teynampet,134.29,27.53,86.61,0.766,4185,1936.0
2024,10,9,Teynampet,287.57,27.29,78.04,0.858,8172,4185.0
2024,11,9,Teynampet,340.84,28.58,75.21,0.872,14909,8172.0
2024,12,9,Teynampet,244.21,25.59,84.28,0.849,24880,14909.0
2025,1,9,Teynampet,5.29,27.31,67.1,0.425,6462,24880.0
2025,2,9,Teynampet,19.66,24.13,62.0,0.37,2629,6462.0
2025,3,9,Teynampet,20.57,29.38,64.81,0.488,2136,2629.0
2025,4,9,Teynampet,13.28,32.4,69.31,0.456,2284,2136.0
2025,5,9,Teynampet,13.87,38.03,64.01,0.323,2100,2284.0
2025,6,9,Teynampet,8.84,32.49,62.96,0.42,2167,2100.0
2025,7,9,Teynampet,16.41,36.7,66.53,0.365,2060,2167.0
2025,8,9,Teynampet,0.48,33.42,56.71,0.359,1973,2060.0
2025,9,9,Teynampet,222.04,26.31,77.66,0.837,4553,1973.0
2025,10,9,Teynampet,152.42,28.23,94.53,0.848,8867,4553.0
2025,11,9,Teynampet,147.3,27.56,89.41,0.803,14812,8867.0
2025,12,9,Teynampet,255.33,25.55,89.37,0.869,25354,14812.0
2021,1,10,Kodambakkam,31.16,24.51,66.62,0.419,1468,0.0
2021,2,10,Kodambakkam,11.88,26.94,74.56,0.461,1797,1468.0
2021,3,10,Kodambakkam,46.42,31.73,68.56,0.532,1875,1797.0
2021,4,10,Kodambakkam,8.39,34.85,54.95,0.34,1963,1875.0
2021,5,10,Kodambakkam,17.91,32.09,57.78,0.425,2135,1963.0
2021,6,10,Kodambakkam,19.01,35.65,67.81,0.396,2088,2135.0
2021,7,10,Kodambakkam,8.75,34.79,68.08,0.394,2058,2088.0
2021,8,10,Kodambakkam,2.4,36.75,67.81,0.341,1996,2058.0
2021,9,10,Kodambakkam,282.72,25.91,93.77,0.893,4428,1996.0
2021,10,10,Kodambakkam,104.53,29.66,92.44,0.772,7388,4428.0
2021,11,10,Kodambakkam,167.69,27.04,87.88,0.828,12084,7388.0
2021,12,10,Kodambakkam,250.13,25.88,88.3,0.871,19828,12084.0
2022,1,10,Kodambakkam,15.96,24.3,76.58,0.424,5739,19828.0
2022,2,10,Kodambakkam,7.69,25.8,76.32,0.437,2704,5739.0
2022,3,10,Kodambakkam,5.13,29.5,78.74,0.515,2102,2704.0
2022,4,10,Kodambakkam,9.1,32.58,50.23,0.368,2097,2102.0
2022,5,10,Kodambakkam,19.75,38.94,50.8,0.264,1945,2097.0
2022,6,10,Kodambakkam,2.97,39.72,69.73,0.29,1962,1945.0
2022,7,10,Kodambakkam,11.6,36.86,60.67,0.329,2045,1962.0
2022,8,10,Kodambakkam,8.09,37.74,58.56,0.296,1918,2045.0
2022,9,10,Kodambakkam,195.16,29.34,92.56,0.947,5214,1918.0
2022,10,10,Kodambakkam,153.8,26.21,75.24,0.733,9420,5214.0
2022,11,10,Kodambakkam,344.99,27.91,87.04,0.906,18763,9420.0
2022,12,10,Kodambakkam,137.22,29.38,81.11,0.787,31144,18763.0
2023,1,10,Kodambakkam,36.48,25.27,75.31,0.48,9029,31144.0
2023,2,10,Kodambakkam,8.24,30.05,66.6,0.482,3680,9029.0
2023,3,10,Kodambakkam,41.08,26.86,69.19,0.496,2407,3680.0
2023,4,10,Kodambakkam,1.93,32.1,54.84,0.381,2224,2407.0
2023,5,10,Kodambakkam,6.78,36.58,66.05,0.346,2111,2224.0
2023,6,10,Kodambakkam,8.93,38.58,65.97,0.31,2071,2111.0
2023,7,10,Kodambakkam,8.04,39.04,69.88,0.315,2030,2071.0
2023,8,10,Kodambakkam,15.07,37.27,65.38,0.346,2092,2030.0
2023,9,10,Kodambakkam,125.47,26.35,82.2,0.707,4540,2092.0
2023,10,10,Kodambakkam,232.73,25.05,86.9,0.849,9228,4540.0
2023,11,10,Kodambakkam,269.91,26.37,76.52,0.834,17086,9228.0
2023,12,10,Kodambakkam,316.69,29.75,80.65,0.918,33063,17086.0
2024,1,10,Kodambakkam,39.03,31.62,71.68,0.532,10069,33063.0
2024,2,10,Kodambakkam,17.65,26.67,72.43,0.458,3849,10069.0
2024,3,10,Kodambakkam,19.95,25.51,76.8,0.457,2300,3849.0
2024,4,10,Kodambakkam,5.2,33.28,53.19,0.357,2064,2300.0
2024,5,10,Kodambakkam,10.0,38.96,58.24,0.274,1960,2064.0
2024,6,10,Kodambakkam,1.33,36.67,65.33,0.331,2049,1960.0
2024,7,10,Kodambakkam,4.98,32.54,61.53,0.405,2133,2049.0
2024,8,10,Kodambakkam,8.04,36.58,53.07,0.297,1968,2133.0
2024,9,10,Kodambakkam,168.41,25.41,84.76,0.784,4579,1968.0
2024,10,10,Kodambakkam,221.53,25.2,93.41,0.878,9497,4579.0
2024,11,10,Kodambakkam,347.53,26.7,81.24,0.859,17633,9497.0
2024,12,10,Kodambakkam,284.72,28.29,75.65,0.868,32247,17633.0
2025,1,10,Kodambakkam,3.51,25.45,67.91,0.388,7641,32247.0
2025,2,10,Kodambakkam,8.15,24.19,64.68,0.359,2793,7641.0
2025,3,10,Kodambakkam,41.22,25.25,67.94,0.459,2164,2793.0
2025,4,10,Kodambakkam,11.28,32.56,60.01,0.411,2126,2164.0
2025,5,10,Kodambakkam,14.6,33.49,62.38,0.409,2178,2126.0
2025,6,10,Kodambakkam,3.03,36.81,59.55,0.308,2037,2178.0
2025,7,10,Kodambakkam,11.09,37.05,66.52,0.347,2096,2037.0
2025,8,10,Kodambakkam,11.99,34.52,64.57,0.392,2133,2096.0
2025,9,10,Kodambakkam,228.43,25.03,80.76,0.824,5003,2133.0
2025,10,10,Kodambakkam,295.47,28.46,90.32,0.93,10667,5003.0
2025,11,10,Kodambakkam,307.18,28.55,91.59,0.937,21274,10667.0
2025,12,10,Kodambakkam,147.47,26.96,75.78,0.737,33036,21274.0
2021,1,11,Valasaravakkam,36.48,31.1,72.75,0.542,1859,0.0
2021,2,11,Valasaravakkam,26.79,30.68,61.81,0.487,1688,1859.0
2021,3,11,Valasaravakkam,42.56,25.36,66.34,0.458,1684,1688.0
2021,4,11,Valasaravakkam,2.32,32.33,50.92,0.362,1777,1684.0
2021,5,11,Valasaravakkam,6.39,39.6,69.0,0.297,1704,1777.0
2021,6,11,Valasaravakkam,3.76,34.83,59.27,0.348,1730,1704.0
2021,7,11,Valasaravakkam,7.93,38.9,62.44,0.288,1776,1730.0
2021,8,11,Valasaravakkam,9.97,36.3,51.74,0.301,1708,1776.0
2021,9,11,Valasaravakkam,243.62,25.7,91.84,0.881,3006,1708.0
2021,10,11,Valasaravakkam,330.62,25.76,89.14,0.872,4055,3006.0
2021,11,11,Valasaravakkam,106.77,26.16,79.44,0.654,4105,4055.0
2021,12,11,Valasaravakkam,195.78,25.23,85.38,0.838,4761,4105.0
2022,1,11,Valasaravakkam,6.03,29.57,61.54,0.45,2077,4761.0
2022,2,11,Valasaravakkam,29.65,24.73,71.6,0.44,1806,2077.0
2022,3,11,Valasaravakkam,35.41,28.66,61.35,0.489,1722,1806.0
2022,4,11,Valasaravakkam,12.0,37.56,55.83,0.296,1773,1722.0
2022,5,11,Valasaravakkam,14.51,38.99,59.73,0.288,1785,1773.0
2022,6,11,Valasaravakkam,9.09,35.91,60.31,0.341,1787,1785.0
2022,7,11,Valasaravakkam,14.36,32.15,69.11,0.462,1824,1787.0
2022,8,11,Valasaravakkam,14.49,34.19,61.57,0.391,1741,1824.0
2022,9,11,Valasaravakkam,176.17,27.01,76.62,0.799,3013,1741.0
2022,10,11,Valasaravakkam,127.43,27.27,85.96,0.744,4114,3013.0
2022,11,11,Valasaravakkam,264.12,26.69,77.56,0.844,5575,4114.0
2022,12,11,Valasaravakkam,321.55,26.96,86.86,0.887,7092,5575.0
2023,1,11,Valasaravakkam,37.57,31.65,73.14,0.535,2473,7092.0
2023,2,11,Valasaravakkam,43.89,30.96,77.59,0.579,1862,2473.0
2023,3,11,Valasaravakkam,16.76,29.7,63.48,0.481,1789,1862.0
2023,4,11,Valasaravakkam,11.97,34.4,55.94,0.36,1814,1789.0
2023,5,11,Valasaravakkam,18.64,32.7,57.94,0.415,1847,1814.0
2023,6,11,Valasaravakkam,8.62,36.66,56.38,0.31,1734,1847.0
2023,7,11,Valasaravakkam,12.41,35.16,54.03,0.338,1761,1734.0
2023,8,11,Valasaravakkam,12.27,35.9,51.77,0.314,1668,1761.0
2023,9,11,Valasaravakkam,297.23,27.17,92.84,0.915,3317,1668.0
2023,10,11,Valasaravakkam,229.76,26.56,88.55,0.885,4890,3317.0
2023,11,11,Valasaravakkam,236.64,25.22,83.66,0.839,6071,4890.0
2023,12,11,Valasaravakkam,245.02,28.79,85.33,0.917,7767,6071.0
2024,1,11,Valasaravakkam,30.08,29.72,65.93,0.518,2673,7767.0
2024,2,11,Valasaravakkam,3.42,26.29,75.68,0.435,1812,2673.0
2024,3,11,Valasaravakkam,21.68,29.99,61.85,0.491,1811,1812.0
2024,4,11,Valasaravakkam,13.28,38.51,67.63,0.327,1781,1811.0
2024,5,11,Valasaravakkam,2.31,32.94,62.11,0.394,1788,1781.0
2024,6,11,Valasaravakkam,16.06,33.12,60.36,0.411,1845,1788.0
2024,7,11,Valasaravakkam,16.13,39.98,67.16,0.301,1709,1845.0
2024,8,11,Valasaravakkam,11.66,34.84,61.86,0.374,1687,1709.0
2024,9,11,Valasaravakkam,305.6,27.09,76.14,0.846,3105,1687.0
2024,10,11,Valasaravakkam,159.54,27.34,93.17,0.839,4440,3105.0
2024,11,11,Valasaravakkam,165.26,29.17,81.87,0.841,5880,4440.0
2024,12,11,Valasaravakkam,143.13,26.48,86.36,0.761,6736,5880.0
2025,1,11,Valasaravakkam,2.1,25.35,68.38,0.385,2287,6736.0
2025,2,11,Valasaravakkam,43.42,27.36,78.53,0.548,1748,2287.0
2025,3,11,Valasaravakkam,33.56,24.65,65.41,0.422,1736,1748.0
2025,4,11,Valasaravakkam,6.82,35.25,68.35,0.382,1738,1736.0
2025,5,11,Valasaravakkam,17.0,33.0,53.92,0.39,1913,1738.0
2025,6,11,Valasaravakkam,6.76,35.13,52.54,0.321,1721,1913.0
2025,7,11,Valasaravakkam,8.28,36.33,69.16,0.367,1788,1721.0
2025,8,11,Valasaravakkam,1.94,38.38,53.58,0.251,1714,1788.0
2025,9,11,Valasaravakkam,283.65,27.92,75.48,0.86,3274,1714.0
2025,10,11,Valasaravakkam,282.33,26.03,86.5,0.867,4702,3274.0
2025,11,11,Valasaravakkam,267.75,26.81,88.94,0.892,6343,4702.0
2025,12,11,Valasaravakkam,211.05,27.54,88.51,0.905,8096,6343.0
2021,1,12,Alandur,35.66,28.49,75.22,0.542,3439,0.0
2021,2,12,Alandur,2.04,29.42,71.82,0.48,2276,3439.0
2021,3,12,Alandur,34.8,24.78,71.4,0.451,1949,2276.0
2021,4,12,Alandur,9.48,35.93,51.96,0.308,1968,1949.0
2021,5,12,Alandur,8.97,34.63,55.86,0.349,2063,1968.0
2021,6,12,Alandur,19.49,37.59,69.72,0.366,2100,2063.0
2021,7,12,Alandur,18.53,34.07,59.84,0.395,2150,2100.0
2021,8,12,Alandur,8.63,34.27,52.55,0.342,2062,2150.0
2021,9,12,Alandur,140.91,29.07,78.29,0.776,4733,2062.0
2021,10,12,Alandur,206.03,29.67,89.73,0.952,10713,4733.0
2021,11,12,Alandur,126.03,25.89,91.0,0.734,17315,10713.0
2021,12,12,Alandur,120.7,26.23,87.06,0.714,26237,17315.0
2022,1,12,Alandur,3.27,28.32,66.31,0.438,8307,26237.0
2022,2,12,Alandur,6.48,31.65,77.77,0.491,3958,8307.0
2022,3,12,Alandur,2.29,31.79,77.43,0.479,2533,3958.0
2022,4,12,Alandur,0.79,32.84,59.61,0.383,2340,2533.0
2022,5,12,Alandur,5.54,39.3,61.85,0.272,2046,2340.0
2022,6,12,Alandur,0.6,37.64,56.16,0.273,1971,2046.0
2022,7,12,Alandur,12.95,33.95,67.96,0.419,2350,1971.0
2022,8,12,Alandur,17.88,34.59,53.84,0.359,2241,2350.0
2022,9,12,Alandur,186.52,28.2,94.51,0.915,6379,2241.0
2022,10,12,Alandur,222.06,26.62,78.0,0.844,14200,6379.0
2022,11,12,Alandur,193.04,27.2,83.64,0.865,30320,14200.0
2022,12,12,Alandur,100.8,26.78,87.39,0.687,50496,30320.0
2023,1,12,Alandur,14.11,25.98,65.23,0.409,13764,50496.0
2023,2,12,Alandur,49.25,24.22,75.44,0.485,5255,13764.0
2023,3,12,Alandur,11.99,26.78,62.84,0.411,2748,5255.0
2023,4,12,Alandur,18.06,37.34,67.05,0.357,2424,2748.0
2023,5,12,Alandur,6.9,38.99,60.15,0.275,2113,2424.0
2023,6,12,Alandur,14.11,35.0,63.77,0.383,2197,2113.0
2023,7,12,Alandur,19.28,37.78,68.19,0.356,2227,2197.0
2023,8,12,Alandur,8.14,34.79,51.32,0.326,2103,2227.0
2023,9,12,Alandur,341.02,28.44,76.79,0.876,5805,2103.0
2023,10,12,Alandur,230.32,25.63,94.52,0.891,13721,5805.0
2023,11,12,Alandur,152.3,29.22,76.0,0.793,27186,13721.0
2023,12,12,Alandur,323.52,29.46,93.93,0.965,62916,27186.0
2024,1,12,Alandur,25.69,26.95,70.18,0.471,19089,62916.0
2024,2,12,Alandur,16.62,26.99,61.13,0.418,6319,19089.0
2024,3,12,Alandur,12.94,29.79,68.69,0.496,3343,6319.0
2024,4,12,Alandur,5.78,34.0,56.2,0.356,2607,3343.0
2024,5,12,Alandur,13.84,35.13,54.13,0.341,2394,2607.0
2024,6,12,Alandur,14.85,33.56,53.4,0.372,2392,2394.0
2024,7,12,Alandur,8.22,32.18,52.6,0.383,2328,2392.0
2024,8,12,Alandur,8.47,36.85,51.69,0.287,2177,2328.0
2024,9,12,Alandur,243.57,28.89,88.34,0.931,6330,2177.0
2024,10,12,Alandur,138.62,27.15,84.75,0.759,12826,6330.0
2024,11,12,Alandur,193.13,25.31,93.57,0.867,27233,12826.0
2024,12,12,Alandur,345.89,29.85,80.19,0.918,59912,27233.0
2025,1,12,Alandur,11.57,29.85,70.05,0.5,19309,59912.0
2025,2,12,Alandur,28.7,24.23,67.86,0.413,6160,19309.0
2025,3,12,Alandur,28.89,26.32,77.32,0.493,3256,6160.0
2025,4,12,Alandur,5.87,37.58,60.51,0.302,2481,3256.0
2025,5,12,Alandur,9.57,36.33,61.71,0.339,2196,2481.0
2025,6,12,Alandur,4.18,36.42,51.17,0.285,2085,2196.0
2025,7,12,Alandur,12.51,33.48,61.43,0.401,2172,2085.0
2025,8,12,Alandur,9.5,32.58,68.45,0.441,2351,2172.0
